ra,dec,psfMag_u,psfMag_g,psfMag_r,psfMag_i,psfMag_z,fiberMag_u,fiberMag_g,fiberMag_r,fiberMag_i,fiberMag_z,petroMag_u,petroMag_g,petroMag_r,petroMag_i,petroMag_z
1.00343184,0.38662827,23.422253,22.060965,21.387772,21.339869,20.901604,22.772169,22.303307,21.723087,21.599466,21.097073,21.561085,22.16086,20.890137,21.120005,19.963034
1.00327151,0.3953416,22.811657,22.405241,21.68943,21.274639,20.75174,23.107203,22.479307,21.884211,21.333096,20.886597,21.29129,22.106773,21.316208,20.828825,20.428617
1.00282227,0.35270911,24.28455,23.205891,24.07811,23.841122,21.46192,23.665968,23.256687,23.537621,23.80246,21.696957,23.220825,23.147741,22.067589,24.381939,20.026894
1.00312104,0.30013016,22.398081,22.161404,20.714296,20.450655,20.625568,22.233364,21.67569,20.45645,19.907919,19.568316,21.067423,21.136328,19.541756,19.25131,19.436798
1.00313476,0.3006435,24.861113,22.709885,21.497686,20.396614,19.816526,23.691999,21.95245,20.673059,20.048273,19.502035,24.452913,22.437199,21.536167,20.151905,19.236227
1.00311963,0.3001625,22.406637,21.982485,20.596214,20.270031,20.099358,22.265577,21.64979,20.438158,19.877178,19.543602,20.87632,20.658812,19.308159,18.76795,18.416042
1.00262225,0.28344417,25.413298,22.752613,21.201771,20.736609,20.505945,24.523727,22.927843,21.484776,20.897535,20.336906,21.493382,21.976398,20.917345,20.357792,19.608572
1.00428208,0.40410433,22.417191,22.477032,21.206989,20.974974,20.39636,22.659288,22.400768,21.344843,20.865482,20.54262,21.581842,21.565437,20.614853,20.235495,20.012102
1.00011289,0.35748214,21.889776,21.566717,20.830757,20.787651,20.459269,22.326923,21.359425,20.807751,20.494892,20.302809,21.942707,20.514744,19.955242,19.590744,19.699835
1.0000624,0.32335841,21.545288,21.291525,20.372938,20.181175,19.933168,21.798086,21.274111,20.472668,20.095095,19.818254,21.22661,20.909044,19.867447,19.557909,19.05139
1.24791309,0.1794704,26.088844,23.436989,22.66119,22.862207,22.931694,25.569975,23.689384,22.881456,22.786509,23.286047,24.986622,24.255741,22.783703,22.119478,24.668858
1.24781691,0.1544783,23.755638,23.371443,21.918734,21.23041,20.773422,23.266077,23.580704,22.08033,21.252144,20.718496,21.850985,22.96624,21.700626,20.644142,20.633129
1.24772389,0.10946765,23.193892,23.266647,22.481628,22.478056,21.604239,23.276966,23.448944,22.650803,22.606636,21.59293,23.198671,22.713497,22.242754,23.047838,20.893744
